bookId,title,series,author,genres,characters,pages,publisher,firstPublishDate,awards
36402034-do-androids-dream-of-electric-sheep,Do Androids Dream of Electric Sheep?,Blade Runner,Philip K. Dick,"['Science Fiction', 'Fiction', 'Classics', 'Dystopia', 'Cyberpunk', 'Science Fiction Fantasy', 'Fantasy', 'Novels', 'Speculative Fiction', 'American']","['Rick Deckard', 'John Isidore', 'Roy Baty', 'Rachael Rosen', 'Iran Deckard', 'Phil Resch', 'Luba Luft', 'Bill Barbour', 'Pris Stratton', 'Hannibal Sloat', 'Irmgard Baty', 'Inspector Garland', 'Max Polokov', 'Wilbur Mercer', 'Buster Friendly', 'Al Jarry']",258,Ballantine Books,01/28/68,['Nebula Award Nominee for Best Novel (1968)']
15745753-eleanor-park,Eleanor & Park,nan,Rainbow Rowell,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Audiobook', 'Teen', 'Coming Of Age', 'Young Adult Contemporary', 'High School']","['Park Sheridan', 'Eleanor Douglas']",328,St. Martin's Press,04/12/12,"['Georgia Peach Book Award (2014)', 'All About Romance (AAR) Annual Reader Poll for Best Young Adult Romance (2014)', 'Odyssey Award Nominee (2014)', 'Michael L. Printz Award Nominee (2014)', ""Pennsylvania Young Readers' Choice Award for Young Adults (2015)"", 'Rhode Island Teen Book Award (2015)', 'Milwaukee County Teen Book Award (2014)', 'Michigan Library Association Thumbs Up! Award (2014)', 'Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2016)', 'Amelia Elizabeth Walden Award (2014)', 'Boston Globe-Horn Book Award for Fiction (2013)', 'Dioraphte Jongerenliteratuurprijs for vertaald boek (2015)', 'California Young Readers Medal Nominee for Young Adult (2016)', 'Lincoln Award (2015)', 'DABWAHA Romance Tournament Nominee for Best Young Adult Romance (2014)', 'North Carolina Young Adult Book Award for High School (2016)', 'Goodreads Choice Award for Young Adult Fiction (2013) and Nominee for Best of the Best  (2018)', 'Green Mountain Book Award Nominee (2015)', 'The Magnolia Award for 9-12 (2015)', 'Missouri Gateway Readers Award Nominee (2016)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera independiente (2013)']"
21.A_Short_History_of_Nearly_Everything,A Short History of Nearly Everything,nan,Bill Bryson,"['Nonfiction', 'Science', 'History', 'Audiobook', 'Humor', 'Popular Science', 'Physics', 'Historical', 'Philosophy', 'Unfinished']",[],544,Broadway Books,05/06/03,"['Samuel Johnson Prize for Non-Fiction Nominee (2004)', 'EU Descartes Prize for science communication (2005)', 'J. A. Hollon palkinto (2006)']"
33.The_Lord_of_the_Rings,The Lord of the Rings,The Lord of the Rings-3,J.R.R. Tolkien,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'Science Fiction Fantasy', 'Epic Fantasy', 'Literature', 'High Fantasy', 'Novels', 'Young Adult']","['Frodo Baggins', 'Meriadoc Brandybuck', 'Peregrin Took', 'Gandalf', 'Aragorn', 'Gimli', 'Boromir', 'Bilbo Baggins', 'Treebeard', 'Saruman', 'Éowyn', 'Éomer', 'Elrond Half-elven', 'Arwen Undómiel', 'Galadriel', 'Faramir', 'Gollum', 'Legolas', 'Sam Gamgee']",1216,Houghton Mifflin Harcourt,10/20/55,"['Hugo Award Nominee for Best All-Time Series (1966)', 'Prometheus Hall of Fame Award (2009)', 'International Fantasy Award for Fiction (1957)', 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2002)', 'Prix du Meilleur Livre Étranger for Roman (1972)', 'Nynorsk litteraturpris (2006)']"
17347634-me-before-you,Me Before You,Me Before You,Jojo Moyes,"['Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Adult', 'Adult Fiction', 'Audiobook', 'Drama', 'Realistic Fiction', 'Contemporary Romance']","['Will Traynor', 'Louisa ""Lou"" Clark', 'Camilla Traynor']",369,Penguin Books,12/31/12,['Goodreads Choice Award Nominee for Fiction (2013)']
8921.The_Hound_of_the_Baskervilles,The Hound of the Baskervilles,Sherlock Holmes,Arthur Conan Doyle,"['Classics', 'Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'Thriller', 'British Literature', 'Literature', 'Audiobook']","['Charles Baskerville', 'Henry Baskerville', 'James Mortimer', 'Eliza Barrymore', 'Mr. Perkins', 'Mr. Frankland', 'Jack Stapleton', 'Beryl Stapleton', 'James Desmond', 'Johna Clayton', 'Mr. Selden', 'Laura Lyons', 'John Barrymore (Conan Doyle)', 'Sherlock Holmes', 'Dr. John Watson']",256,Signet,08/28/01,['Audie Award for Best Audio Drama (2015)']
5826.Bel_Canto,Bel Canto,nan,Ann Patchett,"['Fiction', 'Contemporary', 'Literary Fiction', 'Book Club', 'Novels', 'Music', 'Adult Fiction', 'Literature', 'Adult', 'Romance']","['Katsumi Hosokawa', 'Roxane Coss', 'Gen Watanabe', 'Carmen Lowell']",352,Harper Perennial,05/22/01,"['Orange Prize for Fiction (2002)', 'Book Sense Book of the Year Award for Paperback (2003)', 'PEN/Faulkner Award for Fiction (2002)', 'National Book Critics Circle Award Nominee for Fiction (2001)', 'International Dublin Literary Award Nominee for Shortlist (2003)']"
5805.V_for_Vendetta,V for Vendetta,V for Vendetta-10,Alan Moore,"['Graphic Novels', 'Comics', 'Fiction', 'Dystopia', 'Science Fiction', 'Graphic Novels Comics', 'Comic Book', 'Classics', 'Politics', 'Fantasy']","['Evey Hammond', 'Adam Susan', 'Eric Finch', 'Lewis Prothero', 'V']",296,Vertigo,10/28/90,"['Prometheus Hall of Fame Award (2006)', 'Harvey Awards Nominee for Best Continuing or Limited Series & Best Writer (for Alan Moore) (1989)']"
6327.The_Witches,The Witches,nan,Roald Dahl,"['Fantasy', 'Childrens', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Witches', 'Magic', 'Humor', 'Juvenile']","['Boy Narrator', 'The Grand High Witch', ""Boy's Grandmother""]",208,Scholastic Inc.,10/27/83,"[""Whitbread Award for Children's Novel (1983)"", 'Books I Loved Best Yearly (BILBY) Awards for Read Alone (1993)', ""West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (1986)""]"
10920.Cold_Mountain,Cold Mountain,nan,Charles Frazier,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Civil War', 'War', 'Classics', 'Literature', 'Novels', 'Literary Fiction']",[],356,Grove Press,01/01/97,"['National Book Award for Fiction (1997)', 'American Booksellers Book Of The Year  Award for Adult Trade (1998)', 'Exclusive Books Boeke Prize (1998)', 'Sue Kaufman Prize for First Fiction (1998)', 'Chicago Tribune Heartland Prize for Fiction (1997)', 'National Book Critics Circle Award Nominee for Fiction (1997)', 'Weatherford Award (1997)', 'Lillian Smith Book Award (1997)', 'Thomas Wolfe Memorial Literary Award (1997)']"
84981.Tuck_Everlasting,Tuck Everlasting,nan,Natalie Babbitt,"['Fantasy', 'Young Adult', 'Classics', 'Fiction', 'Childrens', 'Middle Grade', 'School', 'Historical Fiction', 'Romance', 'Read For School']","['Winnie Foster', 'Angus Bain', 'Jesse Tuck', 'Mae Tuck', 'Miles Tuck']",148,Farrar Straus Giroux,10/28/75,"['Lewis Carroll Shelf Award (1978)', 'Young Hoosier Book Award Nominee (1976)', ""Dorothy Canfield Fisher Children's Book Award Nominee (1977)"", ""Children's Choice Book Award"", ""Phoenix Award (Children's Literature Association) (1995)"", 'Bluestem Book Award Nominee (2017)']"
68428.The_Final_Empire,The Final Empire,Mistborn,Brandon Sanderson,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Adult', 'Science Fiction Fantasy', 'Audiobook', 'Young Adult', 'Adventure']","['Marsh', 'Vin', 'Elend Venture', 'Sazed', 'Kelsier', 'Dockson', 'Hammond', 'Breeze', 'Clubs', 'Spook', 'The Lord Ruler', 'Lord Renoux', 'Yeden', 'OreSeur']",544,Tor Books,07/17/06,"['Tähtifantasia Award Nominee (2018)', 'Prix Elbakin.net for Meilleur roman fantasy traduit (2010)']"
45978.Eldest,Eldest,The Inheritance Cycle,Christopher Paolini,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Young Adult Fantasy']","['Eragon (The Inheritance Cycle)', 'Saphira (The Inheritance Cycle)', 'Oromis (The Inheritance Cycle)', 'Glaedr (The Inheritance Cycle)', 'Roran Garrowsson', 'Hrothgar (The Inheritance Cycle)', 'Arya (The Inheritance Cycle)', 'Orik (The Inheritance Cycle)', 'Horst (The Inheritance Cycle)', 'Murtagh (The Inheritance Cycle)', 'Solembum', 'Jeod Longshanks', 'The Twins', 'Nasuada', 'Queen Islanzadi', 'Jormundur', 'Lethrblaka', 'Albreich', 'Angela the Herbalist']",704,Knopf Books for Young Readers,08/23/05,"[""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2006)"", 'Colorado Blue Spruce Young Adult Book Award (2007)', 'Teen Buckeye Book Award (2007)', 'Soaring Eagle Book Award (2006)']"
42899.Dark_Lover,Dark Lover,Black Dagger Brotherhood,J.R. Ward,"['Romance', 'Paranormal', 'Vampires', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Supernatural', 'Erotica']","['Mr. X (Black Dagger Brotherhood)', 'Marissa', ""Butch Brian O'Neal"", 'Zsadist', 'Vishous (Black Dagger)', 'Fritz Perlmutter', 'Phury', 'Beth (Elizabeth) Randall', 'Tohrment', 'Mr. O', 'Wellesandra', 'Darius', 'The Scribe Virgin', 'Rhage', 'Wrath (Blind King)']",393,Penguin Group (USA),02/19/05,"['All About Romance (AAR) Annual Reader Poll for Best Alt Reality/Paranormal (2006)', 'RITA Award by Romance Writers of America Nominee for Paranormal Romance (2006)', ""Romantic Times Reviewers' Choice Award (RT Award) Nominee for Vampire Romance (2005)"", 'HOLT Medallion by Virginia Romance Writers Nominee for Paranormal/Time Travel/Futuristic/Fantasy (2006)', 'DABWAHA Romance Tournament for Best Paranormal: Vampires, Werewolves, and the Supernatural (2006)']"
228665.The_Eye_of_the_World,The Eye of the World,The Wheel of Time,Robert Jordan,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Magic', 'Adult', 'Audiobook', 'Epic']","[""Rand al'Thor"", ""Nynaeve al'Meara"", ""Egwene al'Vere"", 'Perrin Aybara', ""Al'Lan Mandragoran"", 'Matrim Cauthon', 'Moiraine Damodred', 'Loial', 'Thom Merrilin', 'Padan Fain', ""Ba'alzamon"", 'Elyas Machera', ""Tam al'Thor""]",814,Tor Books,01/15/90,['Locus Award Nominee for Best Fantasy Book (1991)']
5148.A_Separate_Peace,A Separate Peace,nan,John Knowles,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'School', 'Coming Of Age', 'Literature', 'Read For School', 'High School', 'Novels']","['Gene Forrester', 'Phineas']",208,Scribner,10/28/59,"['Rosenthal Family Foundation Award (1961)', 'William Faulkner Foundation Award (1961)', 'National Book Award Finalist for Fiction (1961)']"
15195.The_Complete_Maus,The Complete Maus,Maus-2,Art Spiegelman,"['Graphic Novels', 'Comics', 'Nonfiction', 'History', 'Biography', 'Memoir', 'War', 'Historical', 'Holocaust', 'Graphic Novels Comics']","['Vladek Spiegelman', 'Anja Spiegelman', 'Art Spiegelman', 'Mala Spiegelman']",296,Penguin Books,10/28/91,"['Pulitzer Prize for Special Citation (1992)', 'American Book Award (1992)']"
3985.The_Amazing_Adventures_of_Kavalier_Clay,The Amazing Adventures of Kavalier & Clay,nan,Michael Chabon,"['Fiction', 'Historical Fiction', 'Novels', 'Literature', 'Historical', 'Literary Fiction', 'Contemporary', 'Comics', 'Jewish', 'New York']","['Joe Kavalier', 'Sam Clay', 'Rosa Saks']",639,Picador USA,09/19/00,"['Pulitzer Prize for Fiction (2001)', 'PEN/Faulkner Award for Fiction Nominee (2001)', 'Gaylactic Spectrum Award Nominee for Best Novel (2001)', 'California Book Award for Fiction (Gold) (2000)', 'Los Angeles Times Book Prize Nominee for Fiction (2000)', 'New York City Book Award for Fiction (2000)', 'National Book Critics Circle Award Nominee for Fiction (2000)']"
60748.A_Child_Called_It_,"A Child Called ""It""",Dave Pelzer,Dave Pelzer,"['Nonfiction', 'Memoir', 'Biography', 'Psychology', 'Autobiography', 'Abuse', 'Adult', 'Biography Memoir', 'True Crime', 'True Story']",[],184,Health Communications Inc,10/28/95,"[""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2005)"", 'Soaring Eagle Book Award (2000)', 'Lincoln Award (2005)']"
22232.Stargirl,Stargirl,Stargirl,Jerry Spinelli,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Romance', 'Middle Grade', 'Childrens', 'Teen', 'School', 'Coming Of Age']","['Stargirl Caraway', 'Leo Borlock']",186,Scholastic,11/13/01,"[""Book Sense Book of the Year Award Nominee for Children's Literature (2001)"", 'South Carolina Book Award Nominee for Young Adult Book Award (2003)', 'Grand Canyon Reader Award for Teen Book (2003)', 'Charlotte Award (2004)', ""Dorothy Canfield Fisher Children's Book Award Nominee (2002)"", 'Michigan Library Association Thumbs Up! Award Nominee (2001)', 'Iowa Teen Award (2003)', 'Lincoln Award Nominee (2006)']"
14836.Midnight_s_Children,Midnight's Children,nan,Salman Rushdie,"['Fiction', 'India', 'Magical Realism', 'Classics', 'Historical Fiction', 'Fantasy', 'Literature', 'Novels', 'Literary Fiction', 'Indian Literature']",['Saleem Sinai'],647,Vintage,04/28/81,"['Booker Prize (1981)', 'James Tait Black Memorial Prize for Fiction (1981)', 'The Booker of Bookers Prize (1993)', 'The Best of the Booker (2008)', 'Премія імені Максима Рильського (2010)']"
11590._Salem_s_Lot,'Salem's Lot,nan,Stephen King,"['Horror', 'Fiction', 'Vampires', 'Fantasy', 'Thriller', 'Paranormal', 'Supernatural', 'Audiobook', 'Adult', 'Mystery']","['Benjamin Mears', 'Susan Norton', 'Matt Burke', 'Mark Petrie', 'Father Donald Callahan', 'Mike Ryerson', 'Dr James Cody', 'Richard Throckett Straker', 'Danny Glick', 'Larry Crockett', 'Sonny James', 'Charles Boone', 'Loretta Starcher', 'Weasel Craig', 'Larry McLeod', 'Joe Crane', 'June Petrie', 'Hal Griffen', 'Dud Rogers', 'Cynthia Stowens', 'Buddy Bascomb', 'Nolly Gardener', 'Tookey', 'Miss Coogan', 'Royal Snow', 'Harriet Durham']",483,New English Library,10/17/75,['World Fantasy Award Nominee for Best Novel (1976)']
76778.The_Martian_Chronicles,The Martian Chronicles,nan,Ray Bradbury,"['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Fantasy', 'Science Fiction Fantasy', 'American', 'Audiobook', 'Literature', 'Space']",[],182,Bantam/Spectra,10/28/49,['Analog Award Nominee for All-Time Best Book (1952)']
11713.The_English_Patient,The English Patient,nan,Michael Ondaatje,"['Fiction', 'Historical Fiction', 'Classics', 'Romance', 'Historical', 'War', 'Canada', 'Literature', 'Literary Fiction', 'Novels']","['Kip', 'Hana', 'Geoffrey Clifton', 'Katharine Clifton', 'David Caravaggio', 'Ladislaus de Almásy', 'Gyges of Lydia', 'Candaules of Lydia']",320,McClelland & Stewart,09/28/92,"['Booker Prize (1992)', ""Governor General's Literary Awards / Prix littéraires du Gouverneur général for Fiction (1992)"", ""Commonwealth Writers' Prize for Best Book in Caribbean and Canada (1993)"", 'Trillium Book Award (1993)', 'Golden Man Booker Prize (2018)']"
4406.East_of_Eden,East of Eden,nan,John Steinbeck,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Novels', 'American', 'Literary Fiction', 'Historical', 'Classic Literature', 'Adult']","['Mr. Edwards', 'Ethel', 'Lee', 'Faye', 'Tom Hamilton', 'Cyrus Trask', 'Mrs. Trask', 'Alice Trask', 'Adam Trask', 'Charles Trask', 'Aron Trask', 'Caleb Trask', 'Samuel Hamilton', 'Liza Hamilton', 'George Hamilton', 'Will Hamilton', 'Joe Hamilton', 'Lizzie Hamilton', 'Una Hamilton', 'Dessie Hamilton', 'Olive Hamilton', 'Mollie Hamilton', 'Cathy Ames', 'Abra Bacon', 'Joe Valery']",601,Penguin Books,10/28/52,"['Audie Award for Classic (2004)', 'National Book Award Finalist for Fiction (1953)']"
49628.Cloud_Atlas,Cloud Atlas,nan,David Mitchell,"['Fiction', 'Science Fiction', 'Fantasy', 'Historical Fiction', 'Dystopia', 'Contemporary', 'Novels', 'Literary Fiction', 'Literature', 'Historical']","['Adam Ewing', 'Autua', 'Dr. Goose', 'Robert Frobisher', 'Rufus Sixsmith', 'Vyvyan Ayrs', 'Jocasta Ayrs', 'Eva van Outryve de Crommelynck', 'Luisa Rey', 'Timothy Cavendish', 'Sonmi~451', 'Zachry', 'Meronym', 'Hae-Joo Im', 'Mr. Meeks', 'Ernie Blacksmith', 'Nurse Noakes', 'Javier Gomez', 'Fay Li', 'Bill Smoke', 'Joe Napier', 'Yoona-939', 'Isaac Sachs', 'Old Georgie']",509,Random House,03/28/04,"['Booker Prize Nominee (2004)', 'Nebula Award Nominee for Best Novel (2004)', 'Locus Award Nominee for Best SF Novel (2005)', 'Arthur C. Clarke Award Nominee (2005)', 'James Tait Black Memorial Prize Nominee for Fiction (2004)', 'British Book Award for Best Read of the Year (2005)', 'National Book Critics Circle Award Nominee for Fiction (2004)', 'Geoffrey Faber Memorial Prize (2005)', 'Tähtivaeltaja Award Nominee (2009)', 'The Rooster -- The Morning News Tournament of Books (2005)']"
629.Zen_and_the_Art_of_Motorcycle_Maintenance,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Phaedrus,Robert M. Pirsig,"['Philosophy', 'Fiction', 'Classics', 'Spirituality', 'Travel', 'Psychology', 'Literature', 'Self Help', 'Unfinished', 'Religion']","['Phaedrus', 'Sylvia Sutherland', 'John Sutherland', 'Chris']",540,HarperTorch,04/28/74,['National Book Award Finalist Nominee for Contemporary Affairs (1975)']
18007564-the-martian,The Martian,The Martian,Andy Weir,"['Science Fiction', 'Fiction', 'Audiobook', 'Adventure', 'Space', 'Adult', 'Science Fiction Fantasy', 'Thriller', 'Humor', 'Survival']","['Mark Watney', 'Venkat Kapoor', 'Melissa Lewis', 'Rick Martinez', 'Beth Johanssen', 'Alex Vogel', 'Teddy Sanders', 'Mindy Park', 'Annie Montrose', 'Bruce Ng', 'Mitch Henderson', 'Chris Beck', 'Rich Purnell', 'Brendan Hutch']",384,Crown,09/27/12,"['Kurd-Laßwitz-Preis for Bestes ausländisches Werk (2015)', 'John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (2015)', 'ITW Thriller Award Nominee for Best First Novel (2015)', 'Audie Award for Science Fiction (2015)', 'ALA Alex Award (2015)', 'Premio Ignotus for Mejor novela extranjera (Best Foreign Novel) (2015)', '本屋大賞 Nominee for Translated Fiction (2015)', 'Goodreads Choice Award for Science Fiction & Nominee for Debut Goodreads Author (2014) and Nominee for Best of the Best  (2018)', 'Green Mountain Book Award Nominee (2016)', 'Seiun Award 星雲賞 for Best Foreign Novel (2015)']"
6400090-the-last-song,The Last Song,nan,Nicholas Sparks,"['Romance', 'Fiction', 'Young Adult', 'Contemporary', 'Chick Lit', 'Adult', 'Realistic Fiction', 'Adult Fiction', 'Drama', 'Love']","['Will Blakelee', 'Veronica ""Ronnie"" Miller']",390,Grand Central Publishing,09/08/08,['Goodreads Choice Award for Chick Lit (2009)']
18122.The_Amber_Spyglass,The Amber Spyglass,His Dark Materials,Philip Pullman,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Childrens', 'Adventure', 'Science Fiction Fantasy', 'Steampunk', 'Audiobook', 'Magic']","['Lyra Belacqua', 'Will Parry', 'Mary Malone', 'Pantalaimon', 'Lord Asriel', 'Iorek Byrnison', 'Marisa Coulter', 'Lee Scoresby', 'Roger Parslow', 'Stanislaus Grumman', 'Serafina Pekkala']",467,Laurel Leaf,10/10/00,"['Booker Prize Nominee for Longlist (2001)', 'Locus Award Nominee for Best Fantasy Novel (2001)', ""Whitbread Award for Children's Book of the Year and Book of the Year (2001)"", ""British Book Award for Children's Book of the Year (2001)"", ""Audie Award for Children's Titles Ages 8-12 (2002)"", ""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2002)""]"
130440.Doctor_Zhivago,Doctor Zhivago,nan,Boris Pasternak,"['Classics', 'Fiction', 'Historical Fiction', 'Russia', 'Russian Literature', 'Literature', 'Romance', 'Novels', 'Historical', 'War']","['Yury Andreyevich Zhivago', 'Alexander Alexandrovich Gromeko', 'Markel Shchapov', 'Pavel Pavlovich Antipov', 'Rodyon Fyodorovich Guishar', 'Victor Ippolitovich Komarovsky', 'Kologrivov', 'Kuprik Tiverzin', 'Iosif Gimazetdinovich Galiullin', 'Nikolay Nikolayevich Vedenyapin', 'Nicky Dudorov', 'Misha Gordon', 'Antonina Alexandrovna Gromeko', 'Anna Ivanovna Gromeko', 'Amalia Karlovna Guishar', 'Larissa Fëdorovna Antipova', 'Anfim Yefimovitch Samdevyatov', 'Nadya Kologrigova', 'Evgraf Andreevič Zivago', 'Marina (Doctor Zhivago)']",592,Pantheon,11/28/57,['Premio Bancarella (1958)']
15645.Inferno,Inferno,La Divina Commedia,Dante Alighieri,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Fantasy', 'School', 'Italian Literature', 'Philosophy', 'Medieval']","['Virgilio (Publius Vergilius Maro)', 'Odysseus', 'Dante Alighieri', 'Beatrice (diverse works)', 'Paolo', 'Francesca', 'Charon (mythology)']",490,Modern Library,10/28/07,"['Los Angeles Times Book Prize for Poetry (1995)', 'Премія імені Максима Рильського (2015)']"
6952.Like_Water_for_Chocolate,Like Water for Chocolate,Como agua para chocolate,Laura Esquivel,"['Fiction', 'Romance', 'Magical Realism', 'Historical Fiction', 'Classics', 'Fantasy', 'Food', 'Spanish Literature', 'Adult', 'Novels']","['Tita de la Garza', 'Gertrudis de la Garza', 'Rosaura de la Garza', 'Mamá Elena', 'Pedro Muzquiz', 'John Brown', 'Nacha', 'Chencha', 'Juan Alejandrez']",222,Black Swan,10/28/89,"['Prêmio Jabuti for Tradução (1994)', 'American Booksellers Book Of The Year  Award for Adult Trade (1994)']"
31685789-room,Room,nan,Emma Donoghue,"['Fiction', 'Contemporary', 'Adult', 'Adult Fiction', 'Book Club', 'Audiobook', 'Thriller', 'Drama', 'Realistic Fiction', 'Crime']","['Jack Tenpenny', 'Ma', 'Old Nick']",321,"Little, Brown and Company",08/20/10,"['Booker Prize Nominee (2010)', 'Orange Prize Nominee for Fiction Shortlist (2011)', ""Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2013)"", 'ALA Alex Award (2011)', 'Indies Choice Book Award for Fiction (2011)', 'Bord Gáis Energy Irish Book Award for Hughes & Hughes Irish Novel of the Year (2010)', 'Canadian Booksellers Association Libris Award for Fiction Book (2011)', 'Lincoln Award Nominee (2014)', 'Galaxy National Book Award for WHSmith Paperback of the Year (2011)', ""Commonwealth Writers' Prize for Best Book in Caribbean and Canada (2011)"", 'Trillium Book Award Nominee for English-language (2011)', 'UC Book of the Year (2014)', 'Eason Novel of the Year (2010)', ""Rogers Writers' Trust Fiction Prize (2010)"", 'OLA Evergreen Award (2011)', 'Goodreads Choice Award for Fiction (2010)', 'International Dublin Literary Award Nominee (2012)']"
5364.Dragonfly_in_Amber,Dragonfly in Amber,Outlander,Diana Gabaldon,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance', 'Audiobook', 'Scotland', 'Adult']","['Jamie Fraser', 'Brianna Randall', 'Roger MacKenzie', 'Fergus Fraser', 'Ian Murray', 'Claire Randall Fraser', 'Jonathan Randall', 'Dougal MacKenzie', 'Colum MacKenzie', 'Geillis Duncan', 'Jenny Murray', 'Frank Randall', 'Murtagh Fraser']",963,Bantam,07/01/92,['RITA Award by Romance Writers of America Nominee for Best Romance of the Year & Futuristic/Fantasy/Paranormal Romance (1993)']
6319.The_BFG,The BFG,nan,Roald Dahl,"['Fantasy', 'Childrens', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Humor', 'Adventure', 'Audiobook', 'Juvenile']","['the Big Friendly Giant', 'Queen Elizabeth II', 'Sophie (the BFG)', 'The Fleshlumpeater', 'The Bonecruncher', 'The Manhugger', 'The Childchewer', 'The Meatdripper', 'The Gizzardgulper', 'The Maidmasher', 'The Bloodbottler', 'The Butcher Boy', 'Mary (the BFG)', 'Mr. Tibbs (the BFG)']",199,Puffin Books,11/01/82,"['Zilveren Griffel (1984)', 'Books I Loved Best Yearly (BILBY) Awards for Read Aloud, Read Alone (1991)', ""West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (1985)"", ""Red House Children's Book Award (1983)"", 'Deutscher Jugendliteraturpreis for Kinderbuch (1985)']"
5211.A_Fine_Balance,A Fine Balance,nan,Rohinton Mistry,"['Fiction', 'India', 'Historical Fiction', 'Canada', 'Indian Literature', 'Asia', 'Literary Fiction', 'Novels', 'Literature', 'Historical']","['Maneck Kohlah', 'Omprakash Darji', 'Ishvar Darji', 'Dina Dalal', 'Rustom Dalal', 'Nusswan Shroff', 'Vasantrao Valmik', 'Thakur Dharamsi', 'Ashraf Chacha', 'Rajaram', 'Shankar', 'Beggar Master']",603,Vintage,10/28/95,"['Booker Prize Nominee (1996)', 'Winifred Holtby Memorial Prize (1996)', 'Scotiabank Giller Prize (1995)', 'Los Angeles Times Book Prize for Fiction (1996)', ""Commonwealth Writers' Prize for Best Book Overall (1996)"", 'CBC Canada Reads Nominee (2002)', 'International Dublin Literary Award Nominee for Shortlist (1997)']"
51496.The_Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,The Strange Case of Dr. Jekyll and Mr. Hyde,nan,Robert Louis Stevenson,"['Classics', 'Fiction', 'Horror', 'Science Fiction', 'Mystery', 'Gothic', 'Fantasy', 'Literature', '19th Century', 'School']","['Mr Gabriel John Utterson', 'Dr. Hastie Lanyon', 'Dr. Henry Jekyll', 'Mr Edward Hyde', 'Richard Enfield', 'Poole (Jekyll & Hyde)']",144,Signet Classics,01/05/86,['Independent Publisher Book Award (IPPY) for Audio Fiction - Abridged (1999)']
41637836-the-subtle-knife,The Subtle Knife,His Dark Materials,Philip Pullman,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Science Fiction', 'Science Fiction Fantasy', 'Audiobook', 'Steampunk', 'Magic']","['Lyra Belacqua', 'Will Parry', 'Mary Malone', 'Pantalaimon', 'Marisa Coulter', 'Lee Scoresby', 'Stanislaus Grumman', 'Serafina Pekkala', 'Hester']",370,RHCP Digital,07/22/97,"[""Audie Award for Children's Titles Ages 8-12 (2001)"", 'North East Teenage Book Award Nominee (1999)']"
12898.Death_of_a_Salesman,Death of a Salesman,nan,Arthur Miller,"['Plays', 'Classics', 'Fiction', 'Drama', 'School', 'Theatre', 'Literature', 'Read For School', 'High School', 'American']","['Willy Loman', 'Linda Loman', 'Happy Loman', 'Biff Loman', 'Ben Loman', 'Howard Wagner']",117,Heinemann Library,10/28/49,"['Pulitzer Prize for Drama (1949)', ""New York Drama Critics' Circle Award for Best American Play (1949)""]"
11989.The_Plague,The Plague,nan,Albert Camus,"['Fiction', 'Classics', 'Philosophy', 'France', 'Literature', 'French Literature', 'Novels', '20th Century', 'Literary Fiction', 'Africa']","['Raoul', 'Dr Bernard Rieux', 'Father Paneloux', 'Joseph Grand', 'Raymond Rambert', 'Jean Tarrou', 'Cottard', 'M. Othon', 'Garcia', 'Gonzales', 'Dr. Castel', 'Dr. Richard', 'Jacques Othon', 'The Prefect', 'Mme. Rieux', 'Asthma Patient', 'Marcel']",308,Vintage International,06/28/47,['Prix des Critiques (1947)']
